material_id,formula,energy_above_hull (eV/atom),energy_per_atom (eV/atom),density (g/cm³),band_gap (eV),bulk_modulus_K_VRH (GPa),shear_modulus_G_VRH (GPa),youngs_modulus_E(GPa),epsilon(k),epsilon_var,epsilon_delta,epsilon_ratio
mp-568556,Mg2B24C,0.0,-7.362585808148148,2.614794387515776,2.816,209.0242578456319,195.81489794266383,447.6559635362108,8.098836116666668,0.011211103678775506,0.2246106999999995,1.02825613250735
mp-18256,Mg2B2O5,0.0,-7.610809371944445,2.929326083562498,5.1706,,,,,,,
mp-1195826,Mg2P2O7,0.0,-7.409676554545455,3.108633956970445,5.135099999999999,,,,,,,
mp-23740,Mg2PHO5,0.0,-6.860486141944445,2.868486124341191,5.0696,,,,,,,
mp-3933,Mg2PN3,0.0,-6.7203064091666675,3.128976839124482,3.5371,149.30922691439793,87.43498341439769,219.46552472943168,4.417706293333333,0.005554089807990555,0.1823163000000001,1.0421649582007202
mp-1367,Mg2Si,0.0,-3.004018116666666,1.999337152211547,0.21799999999999903,54.0,46.19935205183586,107.84320352544654,15.818428446666664,1.8108430281302828e-12,3.0469288567758213e-06,1.000000192618959
mp-2895,Mg2SiO4,0.0,-7.281425999999999,3.235690304073053,4.6395,119.12333645042503,74.67593816546315,185.30626805247078,2.8951396999999996,0.0023861973741698306,0.11960136000000077,1.0421670852953897
mp-1193963,Mg2SiS4,0.0,-5.012553085,2.4314356731685223,2.969099999999999,,,,4.961328176666666,0.05006270715459942,0.491724790000001,1.1027565756462754
mp-1029442,Mg2TaN3,0.0,-7.922774079999999,5.685921711100085,3.012899999999999,122.26412741871547,53.55903953745611,140.20445763788047,5.258662853333333,0.02882308797994884,0.41475439999999963,1.0819668058728567
mp-759694,Mg2Ti7O15,0.0,-8.946074822708335,3.760325783181191,0.0,,,,,,,
mp-757031,Mg2TiO4,0.0,-7.694247143214286,3.549083421012811,3.4044,145.98534798534803,71.79155490549107,185.04184490177028,,,,
mp-5005,Mg3(BO3)2,0.0,-7.386429030454547,3.11011953077207,5.143,,,,2.874959806666667,0.0012652220802283533,0.07621295999999989,1.0267503764738477
mp-14396,Mg3(PO4)2,0.0,-7.3124923107692315,2.7707764189330693,5.0732,,,,2.4595539799999995,0.0005857842962602552,0.05209595536002842,1.0213361578881661
mp-1210916,Mg3H2(SO5)2,0.0,-6.401473502352942,2.7866791763971452,5.571,,,,,,,
mp-1559,Mg3N2,0.0,-7.095321842,2.73722024386655,1.952799999999999,110.33333333333334,77.73636363636365,188.8557416427571,,,,
mp-2514,Mg3P2,0.0,-3.792177938999999,2.068073438608592,1.798099999999999,,,,7.318550806666667,5.098939636292858e-14,5.198749839507855e-07,1.000000071035238
mp-24097,Mg3Si2H4O9,0.0,-6.689022291944444,2.487479473787498,4.2499,,,,2.5263014800000008,0.0008125959944578666,0.06047069236178304,1.0243246133864925
mp-696497,Mg3Si4(HO6)2,0.0,-7.388171375714286,2.694251919800752,5.1766,54.337449237826206,30.32750657490628,76.71089954941225,2.4832947466666644,0.013278221907094859,0.24491100762483375,1.1055498861527062
mp-1222229,Mg3Si9B36C,0.0,-6.307357107755102,2.492105932090949,1.042,,,,,,,
mp-762447,Mg3Ti9O20,0.0,-8.884192511250001,3.732486599716256,0.0,,,,,,,
mp-1204533,Mg45Si32(H29O69)2,0.0,-6.744403435018316,2.490532281200456,4.3207,,,,,,,
mp-6137,Mg4P6SN12,0.0,-7.27505912,2.762435657974919,4.830500000000001,,,,3.901092900000002,0.0,0.0,1.0
mp-2713918,Mg4Ta2(SO4)9,0.0,-7.117000279607843,3.009093375228143,3.0302,,,,,,,
mp-17481,Mg4Ta2O9,0.0,-8.226128443333337,6.195599695626739,4.2018,148.7992951214988,76.6023823372231,196.14793873521347,,,,
mp-1196921,Mg5Ta(BO4)3,0.0,-7.834933452023809,4.130248201149415,3.8219000000000003,,,,,,,
mp-759796,Mg5Ti13O30,0.0,-8.821445979375001,3.704759690902446,0.0,,,,,,,
mp-699232,Mg7P2(HO2)8,0.0,-6.321749231363636,2.709065739875223,5.121700000000001,,,,,,,
mp-1197123,Mg7P6(HO6)4,0.0,-7.056739018780488,2.984866641455376,5.1294,,,,,,,
mp-763,MgB2,0.0,-6.463241986666667,2.666306002140567,0.0,147.6053255262791,114.01837795412621,272.01532540519196,,,,
mp-365,MgB4,0.0,-6.8837363985,2.527545268520004,0.36409999999999904,158.91336710859377,113.75232505320652,275.51731004134666,11.60828509,2.5058194720164018,3.8666483300000003,1.4031403292426121
mp-14234,MgB4O7,0.0,-8.1763617365625,2.535491487886854,5.9382,,,,,,,
mp-978275,MgB7,0.0,-7.1071141003125,2.636296109595186,1.541399999999999,183.54641214213262,183.02644325104245,412.10135794508966,,,,
mp-30091,MgB9N,0.0,-7.659845683181818,2.597931562214007,1.6752999999999991,208.9906883100541,156.179784967825,375.1010572000091,7.255404253333334,0.07565109586761863,0.5834650165296491,1.082633059808413
mp-23748,MgBHO3,0.0,-7.020578914166666,2.6568144947410213,5.5459,,,,,,,
mp-9166,MgCN2,0.0,-8.8696598575,2.46106480546294,3.7571,96.93038821954485,32.22034218910443,87.01910581116809,3.3600022366666664,0.9804529349748652,2.1004857584910632,1.789703811323656
mp-5348,MgCO3,0.0,-7.58309781,3.025300863741853,4.9603,104.42446260974873,57.99024645728856,146.79704089768387,2.7665534600000004,0.09049425843093013,0.6381415181532697,1.27257888552581
mp-734042,MgH12(NO6)2,0.0,-5.692665376296296,1.730166629954181,3.5293,,,,,,,
mp-23710,MgH2,0.0,-3.08965337,1.457555666854439,3.709699999999999,49.632575757575765,36.19349226679597,87.3482073433233,3.950609136666667,0.0006034276626155269,0.052109734999996604,1.0132485546947623
mp-24041,MgH2SO5,0.0,-6.1985310361111114,2.613699572009546,5.5024,,,,2.4329007600000003,0.013427090111105622,0.25802119824058334,1.1103583053820516
mp-24460,MgH6(SO4)4,0.0,-6.109106119074074,2.328755176970369,6.131,,,,,,,
mp-1185888,MgHN,0.0,-5.190502707499998,1.850143462475749,2.2586999999999993,,,,,,,
mp-1265,MgO,0.0,-6.32752468,3.628903381952319,4.4292,151.33333333333334,118.81827956989248,282.516292768635,3.20836244999999,0.0,0.0,1.0
mp-1200442,MgP2(H4O5)2,0.0,-6.202393565952382,2.151703392195044,5.4596,,,,,,,
mp-384,MgP4,0.0,-4.956805909000001,2.501306360680703,0.7289000000000001,57.481020709161,36.97428103728011,91.33854167485504,10.285944426666667,0.9386584380908424,2.346325988964823,1.2604127976140802
mp-15437,MgP4O11,0.0,-7.5549043228125,2.608245675967602,5.0898,,,,,,,
mp-1195623,MgP6(HN3)4,0.0,-7.095362645217391,2.8170067110186423,4.101,,,,,,,
mp-675651,MgPS3,0.0,-4.944037279999999,2.303994842602907,2.7986,,,,4.395569452922172,1.044077137558979,2.1677394467080457,1.7346962459474304
mp-1315,MgS,0.0,-4.545918240000001,2.649386380469676,2.7574,74.33333333333334,51.728402366863904,125.96550223889759,5.400444906656471,1.9709232150900628e-13,1.0228459794703326e-06,1.0000001894003392
mp-1185959,MgS2,0.0,-4.456197036666666,2.388487798502099,1.133699999999999,,,,6.000242153333336,2.430208378327185,3.4213641357172957,1.7159048450415706
mp-1020122,MgS2O7,0.0,-6.5992468325,2.493232505982853,5.521100000000001,,,,2.27567417,0.0036727433175757804,0.14448806255209634,1.0652828959360097
mp-7572,MgSO4,0.0,-6.662126804166665,3.039900201343193,5.4889,72.35649244697089,48.45578973092475,118.83923214193355,2.5662803333333333,0.0007765838594072502,0.0617422044844278,1.0242715222021455
mp-3677,MgSiN2,0.0,-7.279094643125,3.146968546781617,3.9662,173.26512326496788,104.97306834623306,262.00674465189445,4.366763756666667,0.0027209717048408168,0.1274807899999999,1.029643027403351
mp-2961,MgSiP2,0.0,-4.882946115,2.2814030052604393,1.3728,72.26495726495727,34.882978093520705,90.1444139835318,8.619464636666665,0.026049064086705025,0.3423761851729523,1.040254268696602
mp-39105,MgTa2N3,0.0,-9.767325826666665,11.554978400883043,0.0,275.6386292834891,202.27470815709904,487.56033294786937,50.00559959666666,560.0938864031907,50.20381272475335,4.035959047139481
mp-9650,MgTa2O6,0.0,-9.442702570000002,7.785037426935283,2.8397,,,,5.133909156666667,0.0499402910496794,0.4740583400000018,1.095271070628292
mp-2713741,MgTa5(PO4)9,0.0,-8.644206286568627,3.9641417150726572,3.1127,,,,,,,
mp-2713802,MgTi(SO4)3,0.0,-7.107267942156864,2.526573914147064,2.2063,,,,,,,
mp-561065,MgTi2(PO5)2,0.0,-8.329441116666667,3.162054363332329,3.1637,,,,,,,
mp-28232,MgTi2O5,0.0,-8.69270153625,3.6484799494604223,2.7175000000000002,162.6531882057178,72.14338738016602,188.55313529681735,5.189050483333333,0.09286417329601537,0.7463675600007278,1.1548790291888187
mp-1222070,MgTi4(PO4)6,0.0,-8.317685487714286,2.882692242816501,2.4111000000000002,,,,,,,
mp-1245745,MgTiN2,0.0,-8.035151845,4.245641581573597,0.36500000000000005,,,,,,,
mp-3771,MgTiO3,0.0,-8.236905654999997,3.8928989368345963,3.529499999999999,161.73963515754562,76.82902185699723,198.98068517627618,4.765766876666665,0.38007643434014926,1.307801434032581,1.3358590693439971
mp-2713981,MgZr(SO4)3,0.0,-7.240923956568627,2.612635872043882,3.9888,,,,,,,
mp-1222466,MgZr4(PO4)6,0.0,-8.543452956285714,3.0688700728914,4.292,,,,,,,
mp-1245429,MgZrN2,0.0,-8.2155178,5.211573084683176,0.0,,,,9.416768191953127,0.2859444491623688,1.1344328503518817,1.1309887751598973
mp-154,N2,0.0,-9.12875067125,0.9462436193759101,7.340999999999999,,,,1.529605289999999,0.0,0.0,1.0
mp-2789,NO2,0.0,-6.76375249,2.001559698678917,2.8265000000000002,5.333333333333333,3.628571428571429,8.873362445414847,2.225830256668324,6.14403541407488e-15,1.9065549894392575e-07,1.0000000856559061
mp-1204579,NO3,0.0,-6.35912427953125,1.8270775793722822,1.446699999999999,,,,,,,
mp-12957,O2,0.0,-4.947961005,1.974484493998944,1.0933,,,,,,,
mp-1524462,O2,0.0,-5.97253365125,1.804134008741377,2.7061,,,,,,,
mp-568348,P,0.0,-9.00207631202381,2.2326143190074212,1.8454000000000002,,,,,,,
mp-703476,P2H16N4O7,0.0,-5.827388826034482,1.586963059832355,4.9093,,,,,,,
mp-2173,P2O5,0.0,-7.530581717857144,2.910639625653711,4.8374,40.262228804958994,33.25762822721199,78.23226818041704,,,,
mp-541788,P2S5,0.0,-8.526280050357142,1.921438561880109,2.5540000000000003,,,,,,,
mp-1199938,P2S7,0.0,-8.423256228888889,1.997026671381243,2.1425,,,,,,,
mp-759344,P3H30N7O12,0.0,-5.732749034903846,1.518556922792621,4.9566,,,,,,,
mp-567907,P3N5,0.0,-9.5711204325,2.763378388306106,3.559999999999999,148.65027796083294,88.1893787472521,220.88653538154935,4.017910536665705,0.045499631275542164,0.5220007298585587,1.1387027627360142
mp-28950,P4N6O,0.0,-7.757371800454543,2.610850000144775,4.3558,,,,3.5849587066666664,0.050898222507992356,0.5229384400000003,1.1549415786818598
mp-1468,P4S3,0.0,-8.741601223214285,1.942425809305307,2.8765,,,,,,,
mp-2650,P4S7,0.0,-8.607139174545454,2.033362539496993,2.7617000000000003,,,,,,,
mp-542630,P4S9,0.0,-8.550564723076924,1.927714130506903,2.7085,,,,,,,
mp-1198119,PH10S3N2O,0.0,-4.981133301985294,1.506755518541147,2.7477,,,,,,,
mp-1220462,PH18N3O7,0.0,-5.504673322758621,1.422813314110289,4.6762,,,,,,,
mp-2213127,PH3O4,0.0,-6.308843897812499,1.874169760623194,5.9519,16.077474496829335,8.95350068276423,22.654999961797312,,,,
mp-23902,PH3O4,0.0,-6.308843897812499,2.092537791801459,5.9251000000000005,,,,2.2177749233333333,0.004215364218547073,0.14457909896594456,1.0679936868919715
mp-28892,PH4N3,0.0,-6.7323614838541666,1.755918904800212,4.7672,,,,,,,
mp-706986,PH4NO3,0.0,-6.199709985833333,1.746878821072681,5.449400000000001,,,,,,,
mp-1204941,PH5CO3,0.0,-5.880816878125,1.445539091655491,5.935700000000001,,,,,,,
mp-1220029,PH6NO4,0.0,-5.966668315833332,1.741317013917272,5.3544,,,,2.3082711899999997,0.009282279246300824,0.22403280000000025,1.1030111512511216
mp-707324,PH6SN3,0.0,-5.508190102613636,1.520035708092201,4.3523,,,,,,,
mp-697683,PH8N3O2,0.0,-5.760236829821428,1.468704556626544,4.6915,,,,,,,
mp-1197623,PH9(NO2)2,0.0,-5.778986889765625,1.538768353275652,4.8765,,,,,,,
mp-697139,PHN2,0.0,-8.203539839375,2.587831327508955,4.7372,,,,3.7402403366666666,0.02952615659089561,0.42072325999999993,1.1193082065141902
mp-753671,PNO,0.0,-7.713684484999999,2.72167824391676,5.1181,,,,3.2016460733333325,0.049812257844756104,0.5450390900000004,1.1852995757630798
mp-77,S,0.0,-8.0340372271875,1.9196195297959862,2.5807,,,,2.8321102266666673,0.10282787270999134,0.7549192966195069,1.299895260932275
mp-540798,S3(NO7)2,0.0,-6.4319795718421044,2.282206780814309,1.405,,,,,,,
mp-27726,SO2,0.0,-6.199653651666666,2.037555773121775,2.8367999999999993,4.361111111111111,2.50544783010157,6.308307641276696,2.171792136666946,0.0069644380992146294,0.19956871815248123,1.0969141971114738
mp-561397,SO3,0.0,-6.326138422083335,2.493169750552031,5.1612,,,,2.281228403333334,0.03542100044694391,0.45025277306281986,1.2159820181479777
mp-149,Si,0.0,-8.773764595,2.312800253345134,0.6105,89.00000000000001,62.21095890410959,151.3648824087482,13.003383160000025,0.0,0.0,1.0
mp-29549,Si(PH2)4,0.0,-5.616420513846153,1.204780541203753,3.9992,,,,,,,
mp-28090,Si2H2S3,0.0,-7.441841202142856,1.85578893771767,3.3657,,,,3.16627445,0.00011996292470579867,0.02323430999999987,1.0073560524528615
mp-29309,Si2H6S,0.0,-5.284512242638889,1.161950477249214,4.597799999999999,,,,,,,
mp-4497,Si2N2O,0.0,-8.413852492,2.799104861679133,4.924799999999999,,,,3.3600060799999376,0.027853422276799465,0.40242867511467084,1.1282423821217342
mp-988,Si3N4,0.0,-10.297557244285715,3.202079639858874,4.2503,234.48239148239145,122.33046764714646,312.6253997272463,4.264479086668037,0.0015459860042068626,0.08340825499794491,1.0196871907130312
mp-3273,Si5P6O25,0.0,-7.963962052777778,2.7989738838811373,5.6022,,,,,,,
mp-569128,SiB3,0.0,-7.7473567178125,2.468922187401574,1.408,156.618766177357,129.1646792869982,303.94013077052074,,,,
mp-1204356,SiC,0.0,-9.666446337368422,3.227670169340689,1.8389000000000002,,,,,,,
mp-557080,SiH17S3N5,0.0,-5.057556364038461,1.280535803802316,3.344,,,,,,,
mp-23739,SiH4,0.0,-4.5270602605,0.776391457407485,6.562100000000001,,,,2.2152362333333326,0.0010930122315744673,0.07902754762043473,1.0362374157028342
mp-7000,SiO2,0.0,-8.379911357222223,2.634242418262655,5.719,29.653846153846153,46.99007260623284,92.2455229174004,2.4226816466666663,0.00018002594510197175,0.028462940020922645,1.0117947181568478
mp-2798,SiP,0.0,-9.057882655833334,2.259448359192474,1.7395,,,,,,,
mp-9996,SiP2,0.0,-9.068363137916666,2.27561472762978,1.4262000000000001,,,,7.366841306666667,4.237664705472699,4.988845559999999,2.0703848371245446
mp-18157,SiP2O7,0.0,-7.871026511499986,3.094032959114601,5.7952,,,,,,,
mp-1602,SiS2,0.0,-9.030412901666667,1.955009195063587,3.1072,,,,3.1401878533327316,0.46886941619367933,1.4914074239223996,1.5701062198493463
mp-569794,Ta,0.0,-48.591832712666665,16.260109663343133,0.0,,,,,,,
mp-530018,Ta27S50,0.0,-8.242236776233765,7.171891119357857,0.0,,,,,,,
mp-7088,Ta2C,0.0,-36.38935581,14.959978675522288,0.0,260.63351749539595,145.61076715295445,368.2536381198942,,,,
mp-559976,Ta2CS2,0.0,-9.38095279,8.81132228241123,0.0,,,,,,,
mp-24082,Ta2H,0.0,-33.72309053,15.518980650317063,0.0,203.3155194527576,67.80320476069161,183.06018079206274,,,,
mp-1079438,Ta2N,0.0,-36.46538653444444,15.605209191431054,0.0,,,,,,,
mp-10390,Ta2O5,0.0,-10.271371718571428,8.7289892060389,1.2267000000000001,126.78200732188508,71.40542407450317,180.35649402942013,5.627868416668203,0.20600530092155098,1.0521127225909899,1.2021144026025747
mp-22477,Ta2P,0.0,-36.1824088375,13.731955395823501,0.0,220.78882372108177,110.11032824040672,283.24497102642704,,,,
mp-2783,Ta2Si,0.0,-35.913347976666664,13.456971283698914,0.0,214.46378460371636,108.41273040536151,278.3377272759574,,,,
mp-2715681,Ta2Si2SO12,0.0,-8.717220542843137,4.095848763152083,3.8431,,,,,,,
mp-13415,Ta3B2,0.0,-32.815904204,14.879375512526478,0.0,,,,,,,
mp-10142,Ta3B4,0.0,-25.827180722857143,13.444936357424393,0.0,293.95683367998345,209.55330555825708,507.9572502909563,,,,
mp-27488,Ta3N5,0.0,-25.214140863125,9.899638880272295,1.214099999999999,241.45028419767004,98.56396748156158,260.27564021905374,10.830358033278307,0.15135593784233572,0.9471933298378268,1.0917241773824355
mp-1193678,Ta3NO6,0.0,-10.386335417333335,7.851414105404755,2.1157,,,,,,,
mp-504502,Ta3P,0.0,-39.33517027875,14.658086810280563,0.0,,,,,,,
mp-1826,Ta3S2,0.0,-9.727838939999998,10.976451272663605,0.0,,,,,,,
mp-568646,Ta3Si,0.0,-39.1067421175,14.100662182362793,0.0,,,,,,,
mp-1217975,Ta3TiB4,0.0,-24.39991951,11.885813736202854,0.0,266.4180194588831,207.52797909863943,494.2507117148379,,,,
mp-29313,Ta4P4S29,0.0,-5.943558323986486,3.300290310376228,1.1671,,,,,,,
mp-28629,Ta5B6,0.0,-26.922030776363638,13.722698886288056,0.0,291.0824460546958,206.0937753614932,500.2241788754374,,,,
mp-1545240,Ta5S8,0.0,-8.465104400769231,8.035784234822264,0.0,,,,,,,
mp-1989,Ta5Si3,0.0,-34.315064675625,12.977537540026486,0.0,215.11994763541156,131.9322553733678,328.6169245402307,,,,
mp-1218055,Ta7S12,0.0,-8.365128828947368,7.546023693706309,0.0,,,,,,,
mp-770481,Ta9PO25,0.0,-10.041205089714284,7.298425468333382,2.7108,,,,,,,
mp-1097,TaB,0.0,-28.83291462,14.141134800413857,0.0,286.0131261245101,212.55259233948743,511.05883247337874,,,,
mp-1108,TaB2,0.0,-21.757446299999998,12.273478624326827,0.0,302.96555965559656,199.41690229344857,490.60851537594345,,,,
mp-4624,TaBO4,0.0,-9.533540295833324,7.98041916626132,3.4514,,,,5.186007976666669,1.1195004494533785e-07,0.0007110390864930594,1.0001371197213353
mp-1086,TaC,0.0,-29.928994555,14.371210702036427,0.0,323.66666666666663,176.40425531914894,447.8505229194481,,,,
mp-24723,TaH2,0.0,-18.600503443333334,13.19532023477965,0.0,196.99999999999997,58.007637655417405,158.46892331590817,,,,
mp-1279,TaN,0.0,-30.21899784,14.182330026150181,0.0,306.4671052631579,181.10127772042347,453.89648514030915,,,,
mp-4165,TaNO,0.0,-10.648492411666666,10.896074306494693,1.933799999999999,267.62309712069316,129.74275066304713,335.0797510334994,8.822072823333334,0.5750862171444829,1.856061830252571,1.2344829548953526
mp-1067587,TaP,0.0,-29.79251958,11.16717678534869,0.0,,,,,,,
mp-541740,TaPO5,0.0,-9.1109314025,4.754155398739963,2.932,,,,,,,
mp-27673,TaPS6,0.0,-6.17235636890625,3.120603909279981,0.8728,,,,,,,
mp-10014,TaS2,0.0,-8.094981304999997,6.665802005732892,0.0,27.406629318394025,18.30813932215593,44.921596628451745,,,,
mp-30527,TaS3,0.0,-7.243434495416669,5.881606865285172,0.0,,,,,,,
mp-11192,TaSi2,0.0,-22.492770657777776,9.09565966048647,0.0,184.74782608695654,145.89758225753002,346.4849643315829,,,,
mp-1043735,TaTi(PO4)3,0.0,-8.649233090882353,3.543249871774112,2.8478,,,,,,,
mp-1217898,TaTiB4,0.0,-16.059400165,8.525478310753897,0.0,276.9704054765666,241.29360815995378,560.9755548795353,,,,
mp-1217904,TaTiC2,0.0,-21.2322237875,9.832694623963327,0.0,,,,,,,
mp-72,Ti,0.0,-12.937757013333334,4.670172247408194,0.0,112.80938183263765,62.418257445301805,158.09618066162835,,,,
mp-30998,Ti(NO3)4,0.0,-7.146969511911765,2.2466792077498132,2.8015,,,,,,,
mp-13666,Ti(PS3)2,0.0,-5.757764075555555,2.136091773944847,1.4501,,,,,,,
mp-775149,Ti(SO4)2,0.0,-7.283643876969709,2.718611920730176,2.2283,,,,,,,
mp-675452,Ti20H2N17,0.0,-12.555106975897436,5.244424423192314,0.0,,,,,,,
mp-10721,Ti2C,0.0,-12.667208906666666,4.4615771108474505,0.0,121.33333333333331,84.70946291560102,206.1528475525719,,,,
mp-1217142,Ti2CN,0.0,-12.730884945,5.140512848055011,0.0,,,,,,,
mp-3732,Ti2CS,0.0,-8.66668911125,4.648426785622582,0.0,179.70395531400965,134.77657431720235,323.46444659654986,,,,
mp-1217074,Ti2HC,0.0,-10.5699438775,4.535462942449874,0.0,,,,,,,
mp-8282,Ti2N,0.0,-13.122373495,4.924737176612915,0.0,203.9185024677983,120.4940754652435,301.99913799841676,,,,
mp-1215,Ti2O,0.0,-8.948544013333334,5.09095651040831,0.0,182.97614178595774,110.3426086777016,275.62349005642335,,,,
mp-458,Ti2O3,0.0,-9.430413044000002,4.602205288902889,0.0,215.04006882989185,78.12293445130611,209.05286515085788,,,,
mp-30218,Ti2P,0.0,-12.75421828,4.7647838337957324,0.0,,,,,,,
mp-2713207,Ti2P2SO12,0.0,-8.110794943137256,2.6749976074218953,2.5547,,,,,,,
mp-616559,Ti2S,0.0,-7.897291330833332,4.828433316784582,0.0,147.54425178061788,86.3111834141346,216.681697995818,,,,
mp-1101099,Ti2S3,0.0,-7.346890646999999,3.6485782658284,0.0,,,,,,,
mp-1025170,Ti3B4,0.0,-10.719849931428572,4.569244257857268,0.0,224.7045995486406,217.75694603513682,493.76985269017524,,,,
mp-2591,Ti3O,0.0,-8.72852322625,4.890993432307026,0.0,,,,,,,
mp-8057,Ti3O5,0.0,-9.4354188725,4.002186371332832,0.0,,,,,,,
mp-31214,Ti3P,0.0,-12.8604844678125,4.719050954766259,0.0,,,,,,,
mp-5659,Ti3SiC2,0.0,-12.158403965833335,4.502114415998194,0.0,183.55490387748452,133.64692162650505,322.63652982576735,,,,
mp-1217103,Ti4C3N,0.0,-12.5780125175,5.012373177187759,0.0,,,,,,,
mp-559530,Ti5(PO5)4,0.0,-8.653302653103442,3.260800926509812,2.9311,,,,,,,
mp-1208223,Ti5S8,0.0,-7.278871801538463,3.490073400204189,0.0,,,,,,,
mp-2108,Ti5Si3,0.0,-12.165788256875,4.374481682676191,0.0,139.536652835408,94.33031351531278,230.94857694191472,,,,
mp-995201,Ti5Si3C,0.0,-12.074151415555555,4.492517328762911,0.0,,,,,,,
mp-505527,Ti5Si4,0.0,-11.895204706666668,4.2942488144989355,0.0,,,,,,,
mp-554098,Ti6O,0.0,-8.391111578571428,4.718230249800664,0.0,,,,,,,
mp-1217052,Ti6P2O,0.0,-8.405661406666667,4.8796562840808075,0.0,,,,,,,
mp-11750,Ti6Si2B,0.0,-12.07660729111111,4.47404549159012,0.0,149.98559670781896,105.52397991125524,256.43316840087965,,,,
mp-1191079,Ti7P4,0.0,-12.705895705909091,4.664163674520122,0.0,,,,,,,
mp-673657,Ti7S12,0.0,-7.194270165263156,3.390550591130881,0.0,,,,,,,
mp-27919,Ti8C5,0.0,-12.61625734923077,4.572072274565825,0.0,169.34887005649716,101.63862894228673,254.08435820898976,,,,
mp-7857,TiB,0.0,-11.01956919125,4.589957132998569,0.0,207.52553464455318,190.62223248494635,437.8152186889249,,,,
mp-1145,TiB2,0.0,-10.309723166666666,4.506928933888999,0.0,254.17526731752673,257.5414776431398,577.5560858702942,,,,
mp-631,TiC,0.0,-12.407847815,4.894158001928937,0.0,251.33333333333337,172.49159663865547,421.1327906396681,,,,
mp-24726,TiH2,0.0,-7.149852433333333,3.877011141294853,0.0,140.69444444444443,18.142112935161293,52.1833771738334,,,,
mp-492,TiN,0.0,-12.975921125,5.386845377479396,0.0,278.3333333333333,191.7716502115656,467.8625317333101,,,,
mp-1071163,TiO,0.0,-9.32968279,5.136733950019456,0.0,,,,,,,
mp-390,TiO2,0.0,-9.438526794166666,3.856139057916947,2.0586,185.06143790849677,48.26205561679603,133.20654951887244,6.838952940000001,0.07174852556774132,0.568215699890879,1.0879571410781073
mp-739,TiP,0.0,-12.25797755125,4.227605369285763,0.0,138.70388219544844,90.18882619745384,222.36965788142413,,,,
mp-707483,TiP2H4O9,0.0,-7.133555729531251,2.652628237831694,2.9959000000000002,,,,,,,
mp-761010,TiP2O7,0.0,-8.297348034749984,2.7676613579293683,2.6682,,,,,,,
mp-554704,TiPHO5,0.0,-7.9432124315625,2.964485356406115,2.85,,,,,,,
mp-989624,TiPN3,0.0,-10.9222667405,4.085692904770749,0.5396000000000001,,,,,,,
mp-1018028,TiS,0.0,-7.73580783,4.46294849945536,0.0,139.53630363036305,100.92315679128308,243.9541389806096,,,,
mp-2156,TiS2,0.0,-6.997609726666667,3.041030836952365,0.0,18.271604938271604,16.466185203017172,37.98729924036,,,,
mp-9920,TiS3,0.0,-6.41866354375,3.12285272805444,0.22610000000000002,,,,10.03656027,17.93743803408592,10.368199883926454,3.092663697710837
mp-505270,TiSO5,0.0,-7.798244549821428,3.180702543672739,2.574599999999999,,,,,,,
mp-7092,TiSi,0.0,-11.64112525875,4.271720287103741,0.0,145.92743594172435,99.41977437431498,243.06058955044998,,,,
mp-1077503,TiSi2,0.0,-10.699797833333333,4.061526377490749,0.0,,,,,,,
mp-131,Zr,0.0,-22.749791905,6.446094089810128,0.0,93.9585973806506,33.143897013131706,88.97026960732441,,,,
mp-1191059,Zr(BH4)4,0.0,-5.314687083333333,1.179727378475584,5.2943,,,,,,,
mp-557909,Zr(PO3)4,0.0,-8.119863566397058,3.029805593681984,4.1128,,,,,,,
mp-8203,Zr(PS3)2,0.0,-5.905767003333333,2.6087102563043443,1.5351,,,,6.053146709999998,0.9757507162475304,2.0954422499999987,1.3913301531133235
mp-4325,Zr(SO4)2,0.0,-7.48112921340909,3.665911153753533,3.5654999999999992,,,,,,,
mp-690799,Zr(TiH2)2,0.0,-9.444981745714285,4.719454746387335,0.0,,,,,,,
mp-684623,Zr10C9,0.0,-17.68378029657895,6.4553789002498725,0.0,,,,,,,
mp-647729,Zr14P9,0.0,-8.556612169673913,5.969011624965236,0.0,,,,,,,
mp-1215592,Zr2CN,0.0,-17.6957407525,6.873591756603453,0.0,,,,,,,
mp-5025,Zr2CS,0.0,-9.07784444375,6.066241240830939,0.0,165.33131978766244,114.13069487764764,278.3437852105894,,,,
mp-559369,Zr2H12(N2O7)5,0.0,-6.557595332542373,2.055720125768046,1.4474,,,,,,,
mp-1215471,Zr2HC,0.0,-15.555317175,6.140486926642695,0.0,,,,,,,
mp-1014265,Zr2N,0.0,-19.62017462,6.731737935510314,0.0,174.82890720390722,88.8220820162605,227.8754307513275,,,,
mp-675993,Zr2N2O,0.0,-10.081732759249997,5.75028921947559,1.6503,,,,,,,
mp-27132,Zr2P2O9,0.0,-8.872742632307693,3.742625114926664,4.1075,,,,,,,
mp-1215926,Zr2P2SO12,0.0,-8.353450733823529,2.999034041926281,4.2174,,,,,,,
mp-39770,Zr2P3H4NO12,0.0,-7.811901354545454,2.910967936075677,4.3079,,,,3.1134398633333347,0.0032525716144715215,0.12098186197819816,1.0393678601676986
mp-1197374,Zr2S,0.0,-8.341883466666664,6.357514469225585,0.0,,,,,,,
